Headline,Galtung's Criteria,Class
Dramatic scenes as at least five refugees die and hundreds are rescued from a capsizing boat off the Libyan coast.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"An explosion has ripped through a Shia mosque in Yemen's rebel-held capital Sanaa during prayers for the Muslim holiday of Eid al-Adha, witnesses said.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Yemen's human rights minister wants child marriage outlawed after an 8-year-old girl reportedly died of internal injuries that she suffered on her wedding night.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am,"" says 9-year-old Ahmed, fighting through tears. His dad escaped war-torn Yemen, is an American citizen and brought Ahmed to the US. They fear that the rest of their family will never be reunited in America","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""We haven't seen rainfall like this in 20 years.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"They say, 'Don't go to al-Bab'. We are obliged to, we will go there. We have to prepare a region cleansed from terror.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Shamima Begum and Amira Abase ran away from the UK as schoolgirls to join Islamic State group in Syria. Shamima now wants to return. Amiraâ€™s father says the government should bring them both home. Read more:,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Why I joined the IS 'caliphate' We speak to wives of IS fighters who escaped Raqqa in Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
This is how US arms exports to rebel fighters in Syria can end up in the hands of ISIL. (Via People and Power),"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The Turks are going to be unhappy with this.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The war in Syria has been taking place for seven years. Watch this visual explainer of who is fighting and why.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The ideology is very much alive. There are questions over whether the so-called Islamic State group have actually been defeated. This video tries to explain the complexities surrounding the fight to oust them from Iraq and Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
There are only civilians here - no army and no opposition forces. This market is at the heart of Douma and supplies everyone here. Lots of farmers come here every morning to sell their items. The market was intentionally targeted.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We were close to have direct conflict between the Russian forces and the American forces.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Trilateral summit to focus on ensuring required conditions for voluntary return of refugees, Turkish presidency says.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"She always asks me, 'Why we sleep in the cold?' and I don't know what to say. That I'm trying to make a better future for her. Better for us than they were in Syria. In the Hungarian border town of Roszke, Al Jazeera's Mohammed Jamjoom hears the stories of refugees who say their journeys have been fraught with danger. They are lined up, waiting to be loaded onto buses which will take them to refugee camps a few miles away. Follow Mohammed Jamjoom on Twitter for updates:","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"What happens in Aleppo doesn't stay in Aleppo; the region is already integrated, just very badly so. The reverberations of Syria are felt in Lebanon and Iraq; the siege and suffering in Gaza spill over into Israel and Egypt; the lack of a strong Egypt affects regional geopolitics, as does Iran's overstretch; the images on Arab satellite TV affect minds from Rabat to Baghdad.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Covering both sides of a story is one thing. Acquiescing to the narratives of three states wreaking havoc on civilians across Syria while doing so is another. -Malak Chabkoun,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
This is completely out of the question. We will not give up the city of Aleppo to the Russians and we won't surrender.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
What are the long-term implications of the assassination? And how does the death of the diplomat affect the war in Syria?,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"UK planes will be deployed ""very quickly"" as MPs back air strikes against IS in Syria. Full story: bbc.in/1PwYnFW. Live updates: bbc.in/1HGu50X","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The US has sent armoured vehicles to anti-IS fighters in Syria for the first time. Now they want tanks.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"As government forces make gains in northwestern Syria, UN warns of 'horrifying' crisis amid 'indiscriminate' violence.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We have irrefutable information and documents from sources within the terrorist organisation that al-Baghdadi is still alive and hiding ...,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
No side in this conflict feels that they are accountable when it comes to committing these atrocities.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"After more than a decade of secrecy, Israel has confirmed it has conducted a 2007 military strike on what was believed to be a Syrian nuclear reactor.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The details of this man's fighting in Syria became garbled,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"In Syria, I couldn't go out and play because of the war, but in Amman I can enjoy my time, stay out late and make new friends at the skate park |","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Turkey seems to have four goals in mind in carrying out this operation. - Galip Dalay, Al Jazeera Center for Studies","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Syrian President Bashar al-Assad has survived nearly seven years of war and is likely to remain in charge for the foreseeable future. Will his opponents come to terms with that?,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Blatant violations of international laws,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The Syrian government has responded to the call of the duty and sent military units on this day ...,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The US has reportedly dropped weapons to rebel fighters in Syria as the UN Security Council considers dropping food and medicine by air to civilians.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
What's Russia's next move in Syria?,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Turkey detains people, including three suspected ISIL fighters, crossing border from Syria","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Pot dealers are in overdrive in Lebanon Al Jazeera's Imtiaz Tyab reports.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Authorities in Syria say they have been forced to cut water supplies to the capital after rebels reportedly contaminated drinking water with diesel.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
This is the closest ISIL has ever been to the heart of Damascus.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The building was full of families.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Shahin Najib Al Ali, a justice council member in the Syrian city of Kobane, said civilians are travelling to tents set up along the border to act as ""human shields"" against Turkey's forces","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
There will be no more doctors in Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Turkey will defend its territorial integrity. That is clear.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Turkish president says could implement plans 'within a few weeks' to remove Kurdish YPG forces from Syrian border.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Once again, diplomacy failed the people of Aleppo.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"This is the unique story of the Ayachis, a French-Syrian Muslim family who trade their peaceful lives in Europe for revolution in Syria. (via Witness - Al Jazeera)","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Come to Syria. It's a beautiful country! It's not only families going home - tourists are among the thousands queuing to cross into Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Fighters of Syria's al-Qaeda affiliate and its allies have overrun the last major government-held city in the northwestern province of Idlib, according to monitoring group.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
I don't think Turkey has offensive intention and capability to militarily intervene in the Idlib conundrum.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"In this remarkable film, Danish filmmaker Nagieb Khaja finds out why young foreign Muslims are being drawn to the conflict in Syria. Watch :","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The Islamic State of Iraq and the Levant (ISIL) group has seized more territory from Syrian rebels in Aleppo province near the border with Turkey. The advance by the armed group on Tuesday threatens to cut off supply lines used by Syrian rebel factions fighting both ISIL and the Syrian government.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Just hours after the YPG said it had withdrawn east of the Euphrates, Turkish state media reported that Turkish artillery had shelled YPG fighters south of Jarablus.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Abu Yazeed, a spokesman for Ahrar al-Sham, one of Syria's most powerful anti-government groups which is also a part of the the Fattah Army coalition, told Al Jazeera on Saturday that the fighters now hold control ""about 99 percent"" of Idlib.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"As donors pledge billions of dollars in aid at a conference in London, the BBC's Caroline Hawley reflects on some of the other numbers surrounding the Syria conflict.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The official said that Turkish authorities hope to gather a trove of intelligence on the inner workings of ISIL following the arrest of Baghdadiâ€™s sister and other relatives.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
BREAKING: Syria's Raqqa 'captured from ISIL'. What's next?,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"â€œISIS is still a very real threat here and the real concern that weâ€™re hearing over and over again on the ground is that when US troops withdraw, a power vacuum is created and that only gives them more strength,â€ CNN's Clarissa Ward reports from Northern Syria.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
These mobile clinics in northwestern Syria are providing free medical care to people displaced by an intense Russian-backed regime offensive.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The war against terrorism has not ended and ISIL has not been defeated. -Kurdish-led Syrian Democratic Forces (SDF),"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
They thought I was dead so they left me.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Mouawiya Syasneh was just 14 when he sprayed anti-government slogans on his school wall in Deraa, Syria.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
People don't know anything about their future.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Euphrates Shield is considered to be the first Turkish ground intervention in Syria since 2011.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Air defences intercept missiles fired at western Damascus from direction of occupied Golan Heights, state media reports.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Pyongyang has assisted Syria in developing its nuclear weapons programme and provided Myanmar's army with ballistic missiles, says a UN report.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Experts who've dealt with the gas say all the symptoms seem to indicate that Sarin was involved.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Syria deserves better than Assad and better than terrorism. â€” #AJOpinion,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Adding armoured reinforcements in the oil-producing area of Syria could mean sending several hundred US troops.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"A story we were not supposed to hear or see, the lives of the Syrian rebels. Cameraman Yasser al-Jumaili paid the ultimate price when he released unseen footage of Syrian rebels. Syria: The Last Assignment","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The development is another embarrassing setback for the US effort to ""train and equip"" Syrian fighters to take on ISIL in Syria","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Since Jarablus, we have headed west and managed to take over 17  villages from ISIL.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"His fear is of a compete collapse of the state structure's in Syria, this could be one of the reasons Russia is talking in this way but it could also be willingness to show that Russia is an important, substantial player, Mogherini said.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Syria's Kweires air base, besieged by ISIL since 2013, has been recaptured by government forces, according to Syria state media.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Turkish military goes 30km inside Syria - evacuates soldiers and remains from an ancestral tomb of the founder of the Ottoman Empire.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The ""intense assault targeted our elements sent as reinforcement to the region with an aim to prevent clashes in Idlib, ensure our border security and stop migration and human tragedy"" Turkey's defence ministry said.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Syria has now been at war for seven years. Watch this visual explainer of who is fighting and what they're fighting for.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
What's it like for Syrian six-year-olds on the sixth year of war? This is Rouaa's story.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
No one died from gunfire over the past 15 hours.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The Syrian Observatory for Human Rights, the Britain-based monitoring group with sources inside the country, said that following gains in both Homs province in the centre of the country and Aleppo province in the north, ISIL now controlled half of the country's land area.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Turkish forces and Syrian rebel allies will cross the Syrian border ""shortly"", President Recep Tayyip Erdogan's communications director said, as Turkey looks to begin a military intervention against Kurdish-led forces in northeast Syria.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Could be very soon or not so soon at all!,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"BREAKING NEWS: GOP Sen. John McCain says congressional rejection of a resolution authorizing U.S. military force in Syria would be ""catastrophic.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"People feel fear, angry, hopeless, helpless. We live day by day... We don't think about tomorrow.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"My journey from Syria to Bulgaria was difficult and painful. It was fraught with humiliation, torment, oppression and exhaustion.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"For the first time in four years, hope appears to have returned for thousands of ethnically Arab Syrians who believe a Turkish operation in northeast Syria will grant them safe access to the stretch of territory they claim as their own.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The Kremlin said it spent almost $500m on its military operation in Syria, but Moscow could earn a lot more after the world saw Russia-made weapons, old and new, battle-tested by the Russian air force and Syria's military on the ground","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"â€œOn balance, this is a tragic day for the United States.â€ Democratic Sen. Chris Coons urges President Trump to reverse his decision to pull US forces out of northern Syria.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"In Damascus and its countryside... for the first time in years, calm prevails.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
ISIL poses a serious threat because of the inability of Arab governments and their fickle European and US allies to curb and contain its advances in Iraq and Syria. This has given a boost to the groupâ€™s supporters.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"There is no shortage of disturbing images from the war in Syria, but relatively few of them reach you. (via Listening Post)","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Kurdistan is a kind of dream: an ancient one that floats across cities and valleys, through crumbling souks and oil fields, stretched across four nations. But on some nights, it is little more than a delusion; on others, a nightmare. It is the anger in a stone thrown at Turkish police by a teenager who cannot understand her own language. It is the betrayals of the West and the memory of Saddam Hussein's terrible vengeance, of the bodies lining the streets in Halabja. It is the quiet end of Mahabad â€“ too small to factor into the great games at the end of a world war. The nightmare is the Islamic State of Iraq and the Levant (ISIL), just across the mountains. But no one knows how the dream ends. And as the forces sweeping across the Middle East pull communities in Iraq, Syria, Turkey and Iran further apart, are Kurds still dreaming the same dream?","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Shamima Begum said she had no regrets about going to Syria, but said that ""the caliphate is over"" and just wants to ""come home"" and have her child","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The task presented to the Defence Ministry and the armed forces has been completely fulfilled.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"What would you do if your 7-year-old child said ""I want to die""? In rebel-held Syria, that's reality","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The man who has led the UN throughout the Syrian war is in the final few weeks of his 10-year term. (via Talk to Al Jazeera),"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The aid convoys on Wednesday afternoon started heading for Madaya, Zabadani and Mouadamiya al-Sham near Damascus, and to the villages of al-Foua and Kefraya in Idlib province in the northwest, five of the locations named by the UN.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Chief of staff Kevin Sweeney is the latest to leave the US defence department after President Trump announced US forces would leave Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"This isn't about who's wrong or right. This is about people: bleeding, dying, being made orphans, every day.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Map: Split into numerous political factions, between 30 and 40 million ethnic Kurds live in Turkey, Syria, Iraq and Iran.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"As Syria-Turkey tension intensifies, Greek PM increases border security as 'no illegal entries will be tolerated'.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"We entered Jarablus, and then al-Rai, and now we are moving where? To Dabiq.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Conductor Valery Gergiev, who is a supporter of Russian President Vladimir Putin, travelled with the orchestra to Palmyra after the city was recaptured from Islamic State (IS) in March.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Russia wants to ensure that as many Kurdish areas as possible are returned to the Assad regime and become reintegrated in Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Abu Niyan told investigators he was following orders received from ISIL in Syria, the Saudi interior ministry said.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Opinion: ""If the intense, year-long US campaign has had such little impact, why would we expect a handful of new British sorties to make any difference?"" Kenan Malik, a London-based writer, lecturer and broadcaster, writes for Al Jazeera.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"BREAKING NEWS: Clothing and soil samples collected after an August 21 chemical weapons attack in Syria have tested positive for sarin, the UK prime minister's office says.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Islamic State not worth joining, says 31-year-old returnee:","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"At least 150 US soldiers have entered Kurdish-controlled territory in northeastern Syria, the government's official news agency has reported.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"More than 14,000 Iraqis fleeing the offensive against ISIL in Mosul have crossed the border into Syria, sources tell Al Jazeera.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Palestinians say Israel has severely curtailed gas supplies to the occupied Gaza Strip this winter, fueling a major disruption to ordinary life for most families and exacerbating the harsh impact of the cold weather","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"This is the first time the Kurdish force has publicly acknowledged it will withdraw from the border, saying it has coordinated with the Americans.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The Islamic State of Iraq and the Levant (ISIL) has released 22 Assyrian Christians who were abducted along with over 200 others in Syria last February, Al Jazeera has learnt.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The family of Shamima Begum, who joined the Islamic State aged 15, say they plan to challenge the decision to strip her of UK citizenship.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Donald J. Trump, ""struck a blow against evil, for which I congratulate him,"" says Fareed Zakaria of Syria airstrikes","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Here is the story of the conflict in Syria, explained from the beginning.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Nada Fedulla was brought to Syria from Indonesia by her father to join the Islamic State group - now she doesn't know if she'll be able to return home.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We have American forces in the area we're concerned about.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The presence of an American flag along with the [insignia] of a terror organisation called YPG in a convoy has seriously saddened us.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Rebel loss in Aleppo ""will mean the transformation of the course of the war across Syria"".","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
How Donald J. Trump's position on Syria has changed.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"She was assigned to investigate him. Instead, she fled to Syria and became his wife Watch Anderson Cooper 360 to learn more at 8 p.m. ET tonight","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We miss our home and the smell of our food. Everything is different now.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The solution will take a long time and will incur a heavy price.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Most of the guys are now unhappy because of this war. They drink, or they are sick or disabled, and the state does not pay any attention to them. Of course, this is tremendous pain.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The world is watching.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"I fled the war in Syria to live in peace, but then people started calling me a terrorist. It is hurtful and it makes me angry that people are telling lies about me.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Netanyahu made the statement without offering any specifs to support his allegations.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Battle for #Aleppo: Final goodbyes from a city under siege in #Syria.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
It's more complicated than you might think.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Their efforts to save lives in the most dangerous place on earth are awe-inspiring, and merit the deepest respect.	peace	Focus on invisible effects of violence (trauma and glory, damage to structure/culture)
The word ""iconic"" has become positively obscene. Syria has run out of icons. Syria is a pain with no barometer for measurement."" - Hamid Dabashi","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Elham never imagined she'd see her 8-year-old daughter beaten by riot police in Europe. ""We're from Aleppo. We came from death in Syria and look what happened to us here."" Hundreds of refugees were involved in violent scenes at the Hungary-Serbia border on Wednesday. They were trying to break through a razor-wire fence after Hungary made it illegal to enter the country without permission.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Don't add fuel to the fire: Protesters take to the streets of London and Madrid calling on their governments not to get involved in Syria,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"I don't want to see us dragged into another war in Syria when kids in this country cannot afford to go to college, when our infrastructure is collapsing, when 28 million Americans have no health insurance, Sen. Bernie Sanders warned that we should focus on America's problems and work with our foreign allies","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"People who attend the mosque and locals both said it was run by peaceful people, and first responders told us they did not find any weapons amidst the rubble.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Bernie Sanders: ""When we talk about Syria, you're talking about a quagmire in a quagmire."" #DemDebate","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"A 13-year-old boy outside the train station: ""The police don't like the Syrians in Serbia, in Hungary in Macedonia, in Greece. Please help the Syrians. You just stop the war, we won't want to go to Europe. Just stop the war in Syria.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"We ask God to help us annihilate them.	peace	Focus on invisible effects of violence (trauma and glory, damage to structure/culture)
Thousands of civilians and hundreds of fighters have fled the village of Baghouz, ISILâ€™s last enclave in Syria, but some are ready to fight to the end.	peace	Focus on invisible effects of violence (trauma and glory, damage to structure/culture)
This is what it's been like to witness firsthand the collapse of Islamic State's caliphate in Syria.	peace	Focus on invisible effects of violence (trauma and glory, damage to structure/culture)
 You just killed your creature."" - Iranian Information Minister Mohammed Javad Azari-Jahromi","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Well, you know, you [Saudis] want us to stay, maybe you're going to have to pay.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"With much of the country in ruins, millions of Syrians having fled abroad, and a population deeply traumatised by war, one thing is certain: Rebuilding Syria after the war ends will be a lengthy, extremely difficult process.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
My family and friends urged me to let go of her body and to let them take her to the cemetery while it was safe to go outside. But I wasn't ready.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Hoda Muthana, who was born in the US and went to Syria to become a propagandist for IS, says she regrets her actions and wants to return.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The world is watching. The world doesn't do anything, Bana Alabed says","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"At age 19, Hoda Muthana, who is from Hoover, Alabama, traveled to Syria to join ISIS. Five years later, Muthana now says she regrets what she did and wants to return to the United States.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"War cannot create anything but misery, weapons bring nothing but death. - Pope Francis","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Under the hashtags #AleppoIsBurning and #MakeFacebookRed, thousands of social media users pledge to deactivate their Facebook accounts, or turn their profile photos red, in an effort to draw attention to the Syrian government's offensive in Aleppo.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"At the age of 19, a young woman from Hoover, Alabama traveled to Syria to join ISIS. Five years and three husbands later, she says she regrets what she did and is begging to return to the US.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"I don't have a country, I don't have any papers, I don't have anything.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Qatar does not support the Nusra Front in Syria ... and it does not support any terrorist organisation.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We had a house and we lived with dignity. Syrians from across the war-torn country tell Al Jazeera their account of how the four-year war changed their lives.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Is Israel at risk of becoming an â€œapartheidâ€ state? In an exclusive interview, Mehdi Hasan speaks to former Israeli Prime Minister Ehud Olmert.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Is Israel at risk of becoming an â€œapartheidâ€ state? In an exclusive interview, Mehdi Hasan speaks to former Israeli Prime Minister Ehud Olmert.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"ISIL ""has lost its contact with the outside world""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""The coalition's deepest condolences go out to the members of the SDF and their families.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
It is difficult... but it is worth it because returning or visiting your nation is happiness.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Baghdadi's ""health status is unknown,"" Iraqi military says.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Shamima Begum, who fled to Syria aged 15, wants to overturn a decision to revoke her UK citizenship.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The most important thing is to settle the Syrian civil war. Just bombing them from the air is not going to help. -,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"The United Nations has warned that 13 million people in Yemen are facing starvation in what they say could become ""the worst famine in the world in 100 years"". Our international correspondent Orla Guerin reports on the crisis.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""We do not target civilians and, in turn, we would not target holy areas.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Dozens reported dead as suicide bombers hit two central mosques used by Houthi Shia Muslims in Yemeni capital Sanaa,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
