Headline,Class
The UN Security Council holds an emergency meeting to discuss the Gaza protests.,War
"Hamad Hospital, named after the former emir of Qatar, has 100 beds and helps people who lost their limbs in conflict.",War
Gaza has access to less than half of its power needs.,War
"Ilhan Omar and Rashida Tlaib's presence in Gaza alongside Palestinians at the Great March of Return would be a watershed moment for all oppressed people â€” #AJOpinion, Yoav Litvin.",War
"""I think that we will not succeed to ever bring peace into that region unless we also treat the Palestinians with dignity and respect, and that is my view,"" Bernie Sanders says.",War
"""The occupation does not differentiate. To them, a Palestinian is a Palestinian"" - Ahmed Abu Saif, owner of a five-storey Gaza building flattened by Israeli jets.",War
"In January, we flew a drone over Gaza to bear witness to the destruction caused by the 50-day war in which 2,251 Palestinians, 71 Israelis, and one Thai citizen lost their lives. One year after the start of the war, little has been rebuilt. More stories from Gaza here: http://bit.ly/1JOltF2:=:http://www.aljazeera.com/topics/city/gaza.html",War
"""We will not be paying the court ordered amount. Instead, we would like to redirect the support extended to us back to Palestinians in need of mental health support."" - Justine Sachs and Nadia Abu Shanab, BDS activists.",War
"""We are carrying food and medicine on the boat that will be distributed to Gazans upon arrival. But mainly we are carrying a message of hope and solidarity."" http://aje.io/kac7:=:http://www.aljazeera.com/news/2016/09/gaza-bound-flotilla-set-sail-barcelona-160914144306403.html",War
"Already struggling with the aftermath of conflict, now the UN has declared a state of emergency in Gaza over flooding. http://trib.al/QVnFsk7",War
Thousands of Palestinians have gathered at rallying points near the Israeli border fence as part of a mass demonstration to mark the one-year anniversary of weekly protests in the Gaza Strip. The anniversary of the so-called Great March of Return protests came as a newspaper affiliated to Hamas reported late Friday that a deal was reached with Israel to reduce tension in the Gaza Strip.,War
Laila has been trying to rebuild her Gaza home for two years after an Israeli bomb destroyed it in 2014. She has nothing to build with though because construction materials can't get in without Israeli permission.,War
Soldiers manning a checkpoint in the West Bank opened fire without warning.,War
"Gaza's health ministry has carried out 94 amputations since protests began in March, 82 of them involving lower limbs.",War
"""We are scandalised by Israel's war crimes, the latest of which is firing on civilians in Gaza with explosive ammunition.""",War
Israel's permit system prevents some parents from accompanying their sick children to hospitals outside of the Gaza Strip.,War
"â€œWhy did they attack us? We didnâ€™t do anything to them.â€ 12-year-old Noor speaks to us about the Israeli air raid that killed 8 members of her family, and left 11 others in critical condition.",War
Gaza's health ministry says 51 Palestinians were also injured in both incidents https://aje.io/akfzt:=:https://www.aljazeera.com/news/2019/05/palestinians-killed-weekly-protest-israeli-raid-190504054042730.html,War
"""The Palestinian people's rights must be met, and that means an end to the occupation, the settlement policy, and the siege of Gaza, as well as recognising the right to return."" http://aje.io/tq5u7:=:https://www.aljazeera.com/news/2018/06/jeremy-corbyn-decries-funding-cut-palestinian-refugees-180623165831376.html",War
"""Israel must break with its recent lamentable track record in holding wrongdoers accountable, not only as a means to secure justice for victims but also to ensure the necessary guarantees for non-repetition."" http://aje.io/batz:=:http://www.aljazeera.com/news/2015/06/war-crimes-committed-sides-israel-gaza-150622104029627.html",War
"Palestinians in Gaza protest an Egyptian court ruling that designated Hamas a ""terrorist"" organisation. http://aje.io/4dfs:=:http://trib.al/ztpAgf3",War
"One year since the beginning of the 2014 Israeli war on Gaza, which resulted in the deaths of over 2,000 Palestinians, tens of thousands of Palestinians in Gaza are left with huge scars of war. None of the 12,600 homes destroyed a year ago have been rebuilt, leaving up to 100,000 people still displaced, with many of them living in makeshift tents",War
"Israeli forces kill two Palestinians in Gaza, including 14-year-old.",War
"""Thanks to these marches and resistance, we are just around the corner from closing the page on this unjust blockade.""",War
In Pictures: A week of deadly violence between Israelis and Palestinians spread to the Gaza Strip last Friday. Hundreds of Palestinians have been protesting along the border.,War
Israel launches fourth air raid on Palestinian enclave since Wednesday in response to what it calls cross-border fire. http://aje.io/9c5q:=:http://www.aljazeera.com/news/2016/05/israel-pounds-gaza-fresh-air-strikes-160506090541800.html,War
"""Parkour takes us away from Israelâ€™s siege."" Young Palestinians in Gaza are practicing parkour to help cope with the effects of Israel's 12 year blockade on Gaza.",War
Palestinian security officers can be seen shouting at the Egyptian guards in a watch tower to stop them from shooting at Hassan. http://aje.io/eu4m:=:http://www.aljazeera.com/news/2015/12/fatal-shooting-palestinian-man-caught-video-151226132048015.html,War
"While the Hollywood elite are turning on the glamour at the Cannes Film Festival, this modest and very different festival is a break from everyday routine for the people of Gaza.",War
"""We want peace and we demand peace.""",War
"""We sleep above graves, on top of dead people. The kids wake up terrified at night, shouting 'save me, save me'."" The Gazans who are forced to live among the dead. http://aje.io/al5m:=:http://trib.al/WNNh8Ar",War
Anger is growing among Palestinians in the besieged Gaza Strip.,War
Palestinian cameraman Hamed al-Shobaky recorded the 2014 Israeli assault on Shujayea - including the final moments of his own life. (via Al Jazeera World),War
These are the ordinary civilians who feel the brunt of Israel's blockade on Gaza.,War
"As a doctor living and working in Gaza all my life, I thought I had seen it all. I felt I knew the limits of what Gaza can endure. But the last six months have been the most difficult I have experienced in my 15 years with MSF in Gaza.' â€” #AJOpinion, by Dr Mohammed Abu Mughaiseeb.",War
"Despite promises made by Arab nations such as Qatar, Kuwait and the United Arab Emirates to provide funds to rebuild homes, many families are still waiting for aid.",War
"Since Abdel Fatah el-Sisi came to power in Egypt after the 2013, Egypt has implemented increasingly harsh measures towards Palestinians in Gaza, Al Jazeera's Patrick Strickland reports.",War
The human cost of power shortages in Gaza.,War
The highly respected title of hafizaâ€“ one who has memorised the Quran - is taken seriously.,War
"12-year-old Samar returns to #Gaza to see the building where her family used to live before it was destroyed by an Israeli strike during last summer's war. This is the first of two videos featured in ""Children of the Gaza War"" a documentary from our Chief international correspondent Lyse Doucet. Later we'll focus on the story of Eilon, a child from Sderot in Southern Israel.",War
"The 200-page report says the security cabinet never discussed possible alternatives to military action, such as taking steps to ease the dire humanitarian crisis in the blockaded Gaza Strip. http://aje.io/huka:=:http://www.aljazeera.com/news/2017/02/israel-cabinet-warnings-2014-gaza-war-170228164840003.html",War
"The sister of Imad Nseir, who was killed in an Israeli air raid, reacts with her hand stained with his blood, during his funeral in the northern Gaza Strip. In Pictures: Gaza-Israel violence intensifies amid invasion fears: https://aje.io/fbvfd",War
"Since the protests began on March 30, Israeli forces have killed at least 121 Palestinians in the besieged coastal enclave and wounded more than 12,000 people http://aje.io/wvv4a:=:https://www.aljazeera.com/news/2018/04/gaza-protest-latest-updates-180406092506561.html",War
The deal will see Israel apologise for the 2010 attack on an aid flotilla travelling to Gaza and a minor easing of Israel's blockade of the Palestinian territory,War
"""We no longer have walls to protect us from the cold and rain"" Follow three Gazan families as they try to rebuild their lives among the rubble after last year's war. Read more: http://aje.io/7jp3:=:http://www.aljazeera.com/indepth/features/2015/07/magazine-gaza-home-ruins-150706112448473.html",War
This week Gaza's power situation reached a new low.,War
"Avichay Adraee, the Israeli army spokesman, said that the takeover of the flotilla happened after the vessel refused to listen to the warning of its navy and it happened quickly and ""without anyone getting harm"". http://aje.io/kz2w:=:http://www.aljazeera.com/news/2015/06/gaza-bound-flotilla-seized-israeli-navy-150629032943407.html",War
"""These prisoners are guilty but they are the daughters of our society, and tomorrow they will be mothers in our society, and one day they will be grandmothers. We stand behind them and we will never give up.""",War
"It has been 10 years since Israel launched its massive offensive on the Gaza Strip, which sparked global outrage as the world's fifth strongest army pounded the tiny blockaded enclave and its 1.6 million residents.",War
"Palestinian women have been at the forefront of the Gaza protests, taking on many roles as demonstrators, medical volunteers and cooks.",War
"""The promising speeches at the donor conference have turned into empty words. There has been little rebuilding, no permanent ceasefire agreement and no plan to end the blockade."" http://aje.io/jtsr:=:http://www.aljazeera.com/news/2015/04/words-donors-fail-deliver-pledged-gaza-aid-150411113825302.html",War
Palestinian Health Ministry Spokesman Ashraf al-Qudra said that three bodies had arrived to the Al-Andalusi hospital in the Gaza Strip.,War
The UN Security Council is set to hold a special meeting to discuss the spate of violence between Israelis and Palestinians in which 39 people have been killed over the past two weeks.,War
"At least 289 Palestinians - men, women and children - were killed throughout 2018.",War
"""If Hamas is intelligent, it will cease fire and violence now"" - Benjamin Netanyahu",War
"The UN's top human rights official, Navi Pillay, has condemned Israel's military actions in the Gaza Strip, saying that war crimes may have been committed. She also condemned Hamas for ""indiscriminate attacks"" on Israel.At least 649 Palestinians and 31 Israelis have been killed in the past 15 days of fighting, officials say.",War
"A year and a half after Israel's last war on Gaza, the humanitarian crisis continues to grow.",War
"""You learn [Palestinians] are more than just a number,"" said the creator of the website, Humanize Palestine, to The Stream The project attempts to put a name and personal story to those killed during the Israeli offensive in #Gaza, and violence in the West Bank and East Jerusalem.",War
"""My children are completely different than how they were before the war. All of these memories of the war and Mohammad's suffering will stay with them for the rest of their lives.""",War
"""Resisting the occupation in all its forms is a natural right guaranteed for our people.""",War
"Typically, an adult in Gaza must pay a bribe of $3,000 to get permission from Egypt to cross the border, according to two brokers.",War
"""We are arguing that this US-flagged vessel is the United States and therefore the injuries inflicted by the Israeli Defence Forces on the ship were inflicted in the United States,"" Steven Schneebaum, US Counsel for the plaintiffs, said. http://aje.io/urw8:=:http://www.aljazeera.com/news/2016/01/israel-sued-court-deadly-gaza-flotilla-raid-160113064523394.html",War
"""I ran inside screaming hoping to save my family. I found my wife, Amani, who was pregnant in her ninth month bleeding under the rubble. She was killed by shrapnel in her belly."" -Ahmad al-Madhoun, Gaza resident",War
Military says planes attacked 'underground infrastructure' after air defences intercepted a rocket launched from Gaza.,War
"In Pictures: More than a year since Israel's deadly onslaught on the besieged Gaza Strip, the United Nations refugee agency estimates that 100,000 Palestinians in Gaza are preparing to spend a second winter in damaged homes and makeshift structures.",War
These hospitals in Gaza are running out of supplies to treat the thousands of Palestinians injured during the Great March of Return.,War
How Israel's blockade is souring Gaza's strawberry harvest.,War
"""Wars between Hamas and Israel tend to finish with some sort of ceasefire. Neither side is ready for that yet."" - Are you in Gaza or Israel? What is your experience of the current conflict?",War
"The Israeli military has attacked two Hamas positions in the Gaza Strip with tank shelling and air strikes after rockets launched from Gaza struck Israel, according to Israeli news media.",War
"""Today we had about six hours of electricity at my house. ... Tomorrow we're expecting it to be less, probably about four hours."" http://aje.io/r8ac:=:http://www.aljazeera.com/news/2017/04/gaza-power-plant-runs-fuel-170416165402729.html",War
The Palestinian Artists Association said Israel is using the event to 'whitewash a brutal apartheid regime'.,War
Calling for their right to return to their lands.,War
Ahmed died in mid-January from severe heart failure.,War
"With the help of a local institute, the Gaza community of Al-Zaytoun has transformed its walls, houses and alleys into bright expanses of colour, beautifying their neighbourhood with paint and messages of positivity. Walls have been painted over with bright purples, oranges and greens, sometimes with stenciled flowers and words scrawled across.",War
"According to eyewitnesses, Hussein, a photographer for the Gaza-based Voice of the People radio station, was wearing a protective vest marked ""PRESS"" at the time he was shot.",War
"""We must learn from young Palestinians who stand bare-chested before snipers and murderers with only their chants for freedom."" â€” #AJOpinion, by Ramzy Baroud",War
The Israeli military says its aircraft had targeted Hamas infrastructure in the southern Gaza Strip. http://aje.io/hl2k:=:http://trib.al/23svGGp,War
"Ashraf al-Qedra, Gaza's health ministry spokesperson, said in a statement the two men were ""martyred and five other people were wounded as a result of being targeted by an Israeli warplane along the Palestinian-Egyptian borders"".",War
The number of Palestinians killed in clashes with Israeli forces in the West Bank and Gaza Strip after the US' Jerusalem move reaches 15.,War
"Opinion: ""As we mark the first anniversary of Israel's last operation in Gaza, more than ever, the world must support efforts like Boycott, Divestment and Sanctions."" Hatem Bazian , the co-editor and founder of the Islamophobia Studies Journal and director of the Islamophobia Research and Documentation Project, writes.",War
"Nearly three decades ago, Aida Abu Sitta began to collect old dresses from Palestinian refugee camps and redesigned them.",War
This is the aftermath of Israel's undercover raid on Gaza â€” in pictures.,War
The exchange rattled an uneasy truce between the two sides Israel and Gaza brokered after a spike in hostilities.,War
"""We can't just stay quiet, we have to be proactive and this is just one way of showing the world what we can do.""",War
They get less than 4 hours of electricity a day.,War
"Two Palestinians, including a 12-year-old boy, have been killed by Israel in Gaza's weekly protest, bringing the total death toll to 182 since March 30.",War
"Palestinian sources said six explosions took place at same time on Sunday morning in the Sheikh Radwan neighbourhood. The cars belonged to officials of Islamic Jihad, Hamas and its armed wing, the Qassam Brigades. http://aje.io/tcmp:=:http://www.aljazeera.com/news/2015/07/gaza-car-explosions-150719050554616.html",War
The children scarred by war in Gaza.,War
Local media have said the latest round of rocket fire could be related to infighting between Gaza's Hamas rulers and its opponents. http://aje.io/eg7c:=:http://www.aljazeera.com/news/2015/06/israel-bombs-northern-gaza-strip-rocket-attack-150607053011069.html,War
Palestinian children with cancer are suffering from the siege of the Gaza Strip,War
"Saturday's deaths come a day after Israeli troops injured at least 92 Palestinians in the West Bank and Gaza with live ammunition or rubber-coated steel bullets during ""Day of Rage"" protests called by Palestinian political factions.",War
Activists to set sail in new bid to break Israeli blockade of Gaza http://aje.io/4xus:=:http://www.aljazeera.com/news/2015/06/flotilla-activists-set-sail-bid-break-gaza-blockade-150624045535989.html,War
Meet Gaza's first fisherwoman.,War
"""Spraying crop-killing pesticides, like opening fire at people of all ages and gender in the vicinity of the fence, puts civilian lives at risk and hurts livelihoods.""",War
"""Let me tell you what supporting peace really means. It means affirming the fact that Palestine is under occupation and that Israel has violated numerous UN resolutions calling for the withdrawal of its troops from Palestinian territories. It means recognising that Israel and its illegal settlements operate under apartheid, where Palestinians are segregated, surveilled, oppressed, and killed into submission."" â€” #AJOpinion, by Haidar Eid, Professor at Al-Aqsa University.",War
"Israeli forces have killed at least 15 Palestinians and wounded more than 1,000 others during a mass protest near the Gaza Strip's eastern border.",War
"""I held the new keys in my hand; at that moment, I felt relieved and happy, and I wanted to give the keys to my wife and show her the house and everything in it."" http://aje.io/hypp:=:http://www.aljazeera.com/news/2015/10/gaza-home-rebuilt-2014-israeli-war-151022143935336.html",War
Israeli tank shelling in the Gaza Strip kills three members of Islamic Jihad.,War
"""We are in the early stages of a new cycle of violence between Palestinians and Israel. After what happened this weekend [in Gaza], I don't imagine people here are going to sit down quietly,"" Mukhaimer Abu Saada, a political science professor at Gaza's al-Azhar University, told Al Jazeera.",War
ISIL has threatened to topple Hamas who control Gaza. But how is that playing into wider regional tensions? http://aje.io/89ga:=:http://www.aljazeera.com/programmes/insidestory/2015/07/hamas-firing-line-150719175344113.html,War
He's spent the past two years repairing shotguns in his father's shop in al-Nusairat refugee camp.,War
"In response, Israeli security sources said tanks had fired at a northern Gaza military training camp belonging to the military wing of Hamas - the al-Qassam Brigades. No injuries were reported. http://aje.io/56ab:=:http://www.aljazeera.com/news/2015/04/israel-strikes-rocket-fired-gaza-150423221718876.html",War
"Some 30,000 Gaza residents are on a waiting list to cross at Rafah. Only a few thousand are likely to do so before it closes again.",War
Contest has been focus of pro-Palestinian calls for boycott to protest Israeli policies in occupied West Bank and Gaza.,War
"Six-metre tall fence will prevent Palestinians from infiltrating Israel from the Gaza Strip, prime minister says.",War
"Israeli police said on Saturday they arrested a Palestinian suspect in the killing of an Israeli teenager, as thousands of people in Gaza buried two Palestinian teenagers killed a day earlier in protests along the perimeter fence.",War
"Opinion: ""Put simply, no amount of aid is sufficient in the context of frequent Israeli assaults, destroyed infrastructure, and the ongoing economic blockade. The status quo does not even qualify as a temporary solution; Gaza is in a permanent state of emergency, and without a dramatic change, the worse is yet to come for its residents."" Ben White, a freelance journalist, writer and activist, specialising in Palestine/Israel, writes for Al Jazeera.",War
"At least four Palestinians have been wounded, one of them seriously, after Israel carried out airstrikes on Hamas locations in Gaza.",War
"Opinion: ""As a Palestinian uprising gathered momentum last week, I sat for hours listening to and recording the story of Ahmad al-Haaj, an 83-year-old Palestinian refugee from the village of al-Sawafir. He has been living in Gaza since 1948. Listening to Al-Haaj's memories, my thoughts swayed between the past and the bloody reality of the present."" Ramzy Baroud, an internationally-syndicated columnist, a media consultant, and author, writes for Al Jazeera.",War
"As a tribute to her sons, 58-year-old Umm Iyad is known locally as the ""Khansaa of Gaza"", after a seventh century female Arab poet whose four sons were killed in the Battle of Qadisiyah.",War
"""US politics have not changed in the past 100 years."" We asked people in Gaza, Yemen, and Tunisia what they think about the US election.",War
"A hallmark of the fighting in Gaza this summer was the numerous Israeli strikes on residential buildings, destroying them while their occupants were still inside, Israeli rights group B'Tselem said. [This aspect of the fighting was] the result of a policy formulated by government officials and the senior military command. http://aje.io/9uum:=:http://trib.al/51Mtbke",War
"The US government seemed to be caught off guard by the scale of the criticism, and struck back by defending its top diplomat. But the turn of events has led some to question the state of the two allies special relationship. Is it as close as it once was? And does the US still have leverage over Israel?",War
The people of Gaza share their experiences of life under Israel's blockade.,War
"""What happens in Aleppo doesn't stay in Aleppo; the region is already integrated, just very badly so. The reverberations of Syria are felt in Lebanon and Iraq; the siege and suffering in Gaza spill over into Israel and Egypt; the lack of a strong Egypt affects regional geopolitics, as does Iran's overstretch; the images on Arab satellite TV affect minds from Rabat to Baghdad."" http://aje.io/9bnj:=:http://trib.al/QLmzNJY",War
"""Last week, I was wondering why I suddenly lost my appetite for food. Now I know. The moon of my heart has gone, the light of my life has gone."" - Monira Assatri, mother of one of the three teenage boys killed in an Israeli air strike on Sunday.",War
"""All problems have a solution, but there must be an intention from Israel to recognise the Palestinians' right to exist and to live in freedom and dignity.""",War
Rising tensions.,War
"A 14 year old boy, shot in the chest by Israeli sniper fire, was among the six fatalities in Gaza on Friday http://aje.io/zqgeh:=:https://www.aljazeera.com/news/2018/04/gaza-protest-latest-updates-180406092506561.html",War
"According to Gaza's health ministry, Mohammed al-Jahjouh, a 16-year-old demonstrator, was killed after being struck in the neck by Israeli army gunfire on Friday.",War
"""When the [Egyptian army] pumps water into the tunnels â€¦ [it] reaches all the way to our home. My children can't play outside,"" Abu Thar said. He told Al Jazeera that the situation is getting ""worse and worse"".",War
"Israeli forces have shot and injured at least 11 Palestinian protesters who staged a general strike in the occupied West Bank, East Jerusalem, and the besieged Gaza Strip in support of hunger-striking Palestinian prisoners in Israeli jails.",War
Deadly unrest erupts on the Gaza-Israel border.,War
"Just hours after the failure of a UN Security Council bid to set a timetable for ending the Israeli occupation of the West Bank and Gaza, the Palestinian leadership was mulling its response, which it said included signing the Rome Statute as a first step towards joining the International Criminal Court. http://aje.io/4u4t:=:http://trib.al/enXjid6",War
Decision comes after Washington cut hundreds of millions of dollars of aid to Palestinians last year.,War
"As of June 2015, less than one percent of the construction materials needed to rebuild houses have entered Gaza. In addition to the lasting damage, Gaza must also grapple with the war's human cost.",War
"Gaza's health ministry spokesperson said Egypt pumped toxic gas into border tunnel, suffocating two men.",War
"""We live in a prison."" via Talk to Al Jazeera",War
Israeli fighter jets have killed one Palestinian and injured eight others. (Among the wounded were 6 children on their way to school.),War
â€¢ Tributes for MLK on 50th anniversary of his death â€¢ Protests in Gaza and Kashmir â€¢ Easter celebrations â€¢ .... Here's your week in pictures:,War
"In 2017, Israeli authorities approved fewer than half the medical permit requests it received, the lowest level since 2008.",War
Abdul-Muti al-Habil's boat was sunk and confiscated by Israel's navy in 2016. What was left of it was returned in ruins.,War
"Eight undercover Israeli agents - who were disguised as Palestinians and had taken the aliases of a real family in Gaza - entered the coastal enclave on November 11 last year with the objective of planting listening devices on Hamas's private communications system, an investigation by Al Jazeera Arabic's Ma Khafia Aazam (Tip of the Iceberg) programme revealed.",War
"The UN chief said in a report obtained by news agencies that he is ""shocked"" by Israel's use of live fire since border protests began in Gaza on March 30.",War
"The moment an Israeli soldier shoots a Palestinian in Gaza, in a clip that's since gone viral https://bbc.in/2Jy38PC:=:http://www.bbc.co.uk/news/world-middle-east-43709737?ocid=socialflow_facebook&ns_mchannel=social&ns_campaign=bbcnews&ns_source=facebook",War
A Palestinian man shot by Israeli forces during a mass protest along the besieged Gaza Strip's southern border has died of his wounds.,War
Muslim charities say British banking regulations prevent them from sending donations to Gaza and Syria. http://aje.io/bhca:=:http://trib.al/Fd6GqD5,War
"""The solution was [that] we need to have a sustainable, consistent, reliable source of energy that can be stored and used"" - Ben Thomson, a volunteer doctor from Canada",War
"The Israeli military carried out air raids on the Gaza Strip overnight on Monday, causing damage to property but no casualties, Palestinian media reported.",War
"Recently, rockets were fired into Israel from Gaza and three Palestinian children were killed in an Israeli airstrike. Is another full-scale Israeli attack on the strip inevitable? [via UpFront]",War
"In al-Shati refugee camp, water is like gold.",War
"Banned from entering Israel, they now stand to lose their livelihood for the next 10 days.",War
"Israel has three options in Gaza: reoccupation, a crushing war, or lifting of the siege. â€” #AJOpinion, by Adnan Abu Amer",War
"Two other cases involving Palestinian deaths during the 50-day Gaza war have also been dropped, but the army said it was launching a criminal investigation into an attack on a cafe that killed nine people. http://aje.io/mxyp:=:http://www.aljazeera.com/news/2015/06/israel-closes-probe-deaths-gaza-boys-150612013027286.html",War
"At least 90 people were injured in the protests, 10 of them by live rounds fired by Israeli troops, the Palestinian Ministry of Health said.",War
"""Gazans have been living under inhumane conditions for more than nine years now with very limited access to water, electricity, food and health facilities ... As long as this humanitarian plight and Israelâ€™s wrongdoings in Palestine go on, events like ours will continue to be organised in an increasingly stronger way."" http://aje.io/aumg:=:http://www.aljazeera.com/news/2015/05/mavi-marmara-gaza-flotilla-raid-istanbul-150531220108860.html",War
"""It pains me to say this, but Gaza will inevitably fall apart.""",War
"""Gaza in 2018 is Soweto in 1976 is Selma in 1965"" â€” #AJOpinion, by Tafi Mhaka.",War
Nations pledged $5.4bn to help rebuild Gaza. The tally received so far? Just $300m. View our chart: http://aje.io/jdny:=:http://trib.al/DGwX3gy,War
Palestinians throughout the besieged Gaza Strip marked Nakba Day on Sunday.,War
BREAKING NEWS: U.S. Secretary of State Hillary Clinton is now in Israel for talks with Prime Minister Benjamin Netanyahu on the crisis between Israel and Gaza. http://on.cnn.com/a4msPH,War
"The UN human rights chief says Israel used ""wholly disproportionate"" force against Palestinian border protests.",War
"""This fear grips me and a lot of children.""",War
"""It serves as a constant reminder of what we experienced.""",War
"People are gathering near the border with Israel, defying warnings from the Israeli army.",War
Palestinian protesters have been using flaming objects attached to kites to set fire to agricultural land just over the Gaza border.,War
"""Meqdad wasn't in Egyptian waters, he was in Palestinian waters and was shot by the Egyptians. He was completely unarmed and posed no threat to the Egyptian forces.""",War
"â€œIsraeli products compete with us, even in the West Bank.â€ | Farmers have been growing strawberries in the Gaza Strip for generations, but not without challenges.",War
"Half of Gaza's shorelines are now polluted, and 97% its aquifer water is not safe for drinking. Al Jazeera's Mohammed Jamjoom meets a family on the frontline of Gaza's sewage crisis.",War
Two million Palestinian residents of Gaza are entering their 11th year under a blockade.,War
"""There has been no calm in Gaza for many, many decades.""",War
"Israel's policy of holding slain Palestinian bodies ""seeks to punish the families of those engaged in any resistance activities. It doesn't matter what these people were doing, the families still have the right to give them a burial"".",War
"Dozens of Palestinians have been injured during clashes with Israeli forces across the occupied West Bank, including East Jerusalem and the besieged Gaza Strip as Palestinian factions call for a ""Day of Rage"". http://aje.io/szxe:=:http://www.aljazeera.com/indepth/inpictures/2015/10/dozens-palestinians-injured-gaza-west-bank-151023122926432.html",War
Palestinians await FIFA decision on Israel suspension - Palestinian players have been killed in the latest Israeli war on Gaza and in confrontations with Israeli forces in the West Bank. Others were injured or detained. http://aje.io/ss9g:=:http://www.aljazeera.com/news/2015/05/palestinians-await-fifa-decision-israel-suspension-150527055903301.html,War
"Protests have given way to clashes between Israeli forces and Palestinians in areas across the occupied West Bank, including East Jerusalem, and the Gaza Strip as one Palestinian was killed and dozen others injured while marking a ""Day of Rage"".",War
"Mazen Kahel, chair of the European Campaign to End the Siege of Gaza, said: ""We send a message of love and peace for the Gazans. We won't be intimidated by threat. We will continue at any cost."" http://aje.io/ykxd:=:http://www.aljazeera.com/blogs/middleeast/2015/06/gaza-freedom-flotilla-150623230051285.html",War
"""Our main mission, in addition to launching real successful businesses from within Gaza, is to change the world's perception of Gaza.""",War
"""I never imagined that I would one day convey the news of a loved one's killing.""",War
"Al Jazeera Arabic sent us this dispatch from Gaza to mark one year since the 2014 war which claimed the lives 2220 Palestinians, 71 Israelis, and one Thai national. In recently-shot Al Jazeera drone footage, it's clear to see that a serious rebuilding process has yet to begin. Our ongoing coverage: http://bit.ly/1ITbEV1:=:http://www.aljazeera.com/topics/spotlight/gaza-war.html",War
Israeli forces have killed seven people and injured more than 500 during ongoing protests in Gaza. More in our liveblog.,War
Palestinians show support for the vessel attempting to break Israel's siege on Gaza â€” in pictures.,War
Hundreds of families in Gaza still live in caravans.,War
"Fresh protests are expected, a day after Israeli troops killed 55 people in the Gaza Strip.",War
"Two Palestinian teenagers were found killed in the southern area of the besieged Gaza Strip, following two waves of Israeli air strikes.",War
"Thousands of Palestinians demonstrate to shed light on the plight of 7,000 compatriots who are incarcerated by Israel. http://aje.io/audj:=:http://www.aljazeera.com/news/2016/04/palestinians-prisoners-day-160417162923022.html",War
"The Turkish parents of 19-year-old Furkan Dogan, among nine killed in the raid, sued Barak in federal court in Los Angeles on October 16, claiming unlawful death and torture. Barak, Israel's defence minister at the time of the raid, was served with the papers on Tuesday after he gave a speech near Los Angeles.",War
"""Hamas' strategy was to deliberately draw the hostilities into the urban terrain, and to use built-up areas and the presence of the civilian population for tactical advantage and political gain,"" http://aje.io/feep:=:http://www.aljazeera.com/news/2015/06/israel-probe-gaza-offensive-lawful-legitimate-150615032007899.html",War
Is Benjamin Netanyahu making â€œright-wing noisesâ€ in â€œa quest for votesâ€? Mehdi Hasan challenged Israeli Ambassador to the UN Danny Danonâ€™s quote last month. Watch the full interview here: https://aje.io/xfd23:=:https://www.aljazeera.com/programmes/upfront/2019/03/israel-ambassador-gaza-retaliate-190329085654107.html,War
"""We're not stronger than Israel in deadly weapons, but we are stronger because we are the owners of a just story."" - Ahmed Abu Artema, poet and non-violent resistance activist.",War
The Palestinian movement for justice has passed a turning point and change is coming â€” writes David A Love for #AJOpinion,War
The coastal enclave suffers from a severe lack of electricity and relies on fuel-powered generators during outages that last hours at a time.,War
Israel says two of its citizens are held in Gaza. Hamas is being blamed for capturing one of them but the group is refusing to comment http://aje.io/wat9:=:http://www.aljazeera.com/news/2015/07/israeli-citizens-held-gaza-hamas-150709081701797.html,War
"Zikrur Rahman - a former Indian representative to Palestine - was one of 10 delegates at a Solidarity with Palestine convention last weekend, which was held to mark the first anniversary of Israel's attack on Gaza. ""India does not have to sever its ties with Israel, but why should it give up its stand of supporting the anti-colonial struggle in Palestine?"" Rahman told Al Jazeera.",War
The Israeli army air-dropped leaflets over Gaza warning people not to approach the fence that separates Gaza from Israel.,War
"BREAKING NEWS: More than four times as many Americans, 59%, sympathize with the Israelis compared with those who sympathize with the Palestinians, 13%, in the ongoing conflict in the Middle East, according to a new CNN/ORC International poll released today.
 
 In the survey, 57% also said that Israeli military action in the Gaza strip was justified, compared to 24% who said it was unjustified. Three out of four U.S. Republicans thought the Israeli action was justified, compared to 41% of Democrats and 59% of Independents. The poll has a sampling error of plus or minus 3%.
 http://on.cnn.com/a4msPH",War
"In the Gaza Strip, Palestinian musicians held an anti-Eurovision concert, titled ""Gaza Message,"" in bombed out buildings destroyed by Israeli air raids in the besieged territory during the weeks leading up to the music competition.",War
A military court controlled by Hamas in the Gaza Strip has sentenced six Palestinians to death for allegedly collaborating with Israel.,War
Israel and the Palestinian Authority have reached a water-sharing deal to bring relief to parched Palestinian communities.,War
Gaza's two million residents are living much of their lives in the dark.,War
Palestinians in the both the West Bank and the Gaza Strip have gone on strike and taken to the streets in protest.,War
"""""Even the one who came up with the idea of making a video, Mohammad Barakat, has left for the United States.""",War
"Opinion: ""The terms of last summer's ceasefire agreement repeat the basic flaws that doomed previous truces: vague wording, and the postponement of talks on the fundamental issues. That means ample time and opportunity for the ceasefire to unravel."" Sharif Nashashibi, an award-winning journalist and analyst on Arab affairs, writes for Al Jazeera.",War
"Shurooq Mousa does not mind wearing a hijab, but puts her foot down at anything more.",War
